agente,hora,demanda
CRE - Santa Cruz,2021-01-01 01:00:00,349.119
CRE - Santa Cruz,2021-01-01 02:00:00,334.263
CRE - Santa Cruz,2021-01-01 03:00:00,312.483
CRE - Santa Cruz,2021-01-01 04:00:00,295.843
CRE - Santa Cruz,2021-01-01 05:00:00,285.041
CRE - Santa Cruz,2021-01-01 06:00:00,263.201
CRE - Santa Cruz,2021-01-01 07:00:00,231.585
CRE - Santa Cruz,2021-01-01 08:00:00,237.004
CRE - Santa Cruz,2021-01-01 09:00:00,251.94
CRE - Santa Cruz,2021-01-01 10:00:00,269.522
CRE - Santa Cruz,2021-01-01 11:00:00,296.405
CRE - Santa Cruz,2021-01-01 12:00:00,323.724
CRE - Santa Cruz,2021-01-01 13:00:00,347.136
CRE - Santa Cruz,2021-01-01 14:00:00,366.417
CRE - Santa Cruz,2021-01-01 15:00:00,378.623
CRE - Santa Cruz,2021-01-01 16:00:00,385.183
CRE - Santa Cruz,2021-01-01 17:00:00,382.881
CRE - Santa Cruz,2021-01-01 18:00:00,368.951
CRE - Santa Cruz,2021-01-01 19:00:00,356.805
CRE - Santa Cruz,2021-01-01 20:00:00,410.679
CRE - Santa Cruz,2021-01-01 21:00:00,419.738
CRE - Santa Cruz,2021-01-01 22:00:00,411.442
CRE - Santa Cruz,2021-01-01 23:00:00,395.774
CRE - Santa Cruz,2021-01-01 23:59:00,367.189
CRE(Las Misiones) - Santa Cruz,2021-01-01 01:00:00,4.241
CRE(Las Misiones) - Santa Cruz,2021-01-01 02:00:00,4.063
CRE(Las Misiones) - Santa Cruz,2021-01-01 03:00:00,3.855
CRE(Las Misiones) - Santa Cruz,2021-01-01 04:00:00,3.71
CRE(Las Misiones) - Santa Cruz,2021-01-01 05:00:00,3.609
CRE(Las Misiones) - Santa Cruz,2021-01-01 06:00:00,3.302
CRE(Las Misiones) - Santa Cruz,2021-01-01 07:00:00,2.864
CRE(Las Misiones) - Santa Cruz,2021-01-01 08:00:00,2.881
CRE(Las Misiones) - Santa Cruz,2021-01-01 09:00:00,2.971
CRE(Las Misiones) - Santa Cruz,2021-01-01 10:00:00,3.08
CRE(Las Misiones) - Santa Cruz,2021-01-01 11:00:00,3.299
CRE(Las Misiones) - Santa Cruz,2021-01-01 12:00:00,3.592
CRE(Las Misiones) - Santa Cruz,2021-01-01 13:00:00,3.757
CRE(Las Misiones) - Santa Cruz,2021-01-01 14:00:00,3.669
CRE(Las Misiones) - Santa Cruz,2021-01-01 15:00:00,3.635
CRE(Las Misiones) - Santa Cruz,2021-01-01 16:00:00,3.469
CRE(Las Misiones) - Santa Cruz,2021-01-01 17:00:00,3.437
CRE(Las Misiones) - Santa Cruz,2021-01-01 18:00:00,3.324
CRE(Las Misiones) - Santa Cruz,2021-01-01 19:00:00,3.17
CRE(Las Misiones) - Santa Cruz,2021-01-01 20:00:00,4.198
CRE(Las Misiones) - Santa Cruz,2021-01-01 21:00:00,4.361
CRE(Las Misiones) - Santa Cruz,2021-01-01 22:00:00,4.138
CRE(Las Misiones) - Santa Cruz,2021-01-01 23:00:00,3.832
CRE(Las Misiones) - Santa Cruz,2021-01-01 23:59:00,3.746
EMDEECRUZ,2021-01-01 01:00:00,2.6
EMDEECRUZ,2021-01-01 02:00:00,2.615
EMDEECRUZ,2021-01-01 03:00:00,2.586
EMDEECRUZ,2021-01-01 04:00:00,2.604
EMDEECRUZ,2021-01-01 05:00:00,2.589
EMDEECRUZ,2021-01-01 06:00:00,2.569
EMDEECRUZ,2021-01-01 07:00:00,2.478
EMDEECRUZ,2021-01-01 08:00:00,2.464
EMDEECRUZ,2021-01-01 09:00:00,2.434
EMDEECRUZ,2021-01-01 10:00:00,2.422
EMDEECRUZ,2021-01-01 11:00:00,2.534
EMDEECRUZ,2021-01-01 12:00:00,2.563
EMDEECRUZ,2021-01-01 13:00:00,2.59
EMDEECRUZ,2021-01-01 14:00:00,2.557
EMDEECRUZ,2021-01-01 15:00:00,2.334
EMDEECRUZ,2021-01-01 16:00:00,2.329
EMDEECRUZ,2021-01-01 17:00:00,2.117
EMDEECRUZ,2021-01-01 18:00:00,2.246
EMDEECRUZ,2021-01-01 19:00:00,2.2
EMDEECRUZ,2021-01-01 20:00:00,2.344
EMDEECRUZ,2021-01-01 21:00:00,2.189
EMDEECRUZ,2021-01-01 22:00:00,1.789
EMDEECRUZ,2021-01-01 23:00:00,2.156
EMDEECRUZ,2021-01-01 23:59:00,1.362
DELAPAZ - La Paz,2021-01-01 01:00:00,167.515
DELAPAZ - La Paz,2021-01-01 02:00:00,143.089
DELAPAZ - La Paz,2021-01-01 03:00:00,126.825
DELAPAZ - La Paz,2021-01-01 04:00:00,119.189
DELAPAZ - La Paz,2021-01-01 05:00:00,112.918
DELAPAZ - La Paz,2021-01-01 06:00:00,110.038
DELAPAZ - La Paz,2021-01-01 07:00:00,99.589
DELAPAZ - La Paz,2021-01-01 08:00:00,103.516
DELAPAZ - La Paz,2021-01-01 09:00:00,111.159
DELAPAZ - La Paz,2021-01-01 10:00:00,120.056
DELAPAZ - La Paz,2021-01-01 11:00:00,127.252
DELAPAZ - La Paz,2021-01-01 12:00:00,129.493
DELAPAZ - La Paz,2021-01-01 13:00:00,130.964
DELAPAZ - La Paz,2021-01-01 14:00:00,130.019
DELAPAZ - La Paz,2021-01-01 15:00:00,128.616
DELAPAZ - La Paz,2021-01-01 16:00:00,127.657
DELAPAZ - La Paz,2021-01-01 17:00:00,126.936
DELAPAZ - La Paz,2021-01-01 18:00:00,125.884
DELAPAZ - La Paz,2021-01-01 19:00:00,131.382
DELAPAZ - La Paz,2021-01-01 20:00:00,172.604
DELAPAZ - La Paz,2021-01-01 21:00:00,190.186
DELAPAZ - La Paz,2021-01-01 22:00:00,180.616
DELAPAZ - La Paz,2021-01-01 23:00:00,159.996
DELAPAZ - La Paz,2021-01-01 23:59:00,139.044
DELAPAZ - San Buenaventura,2021-01-01 01:00:00,1.043
DELAPAZ - San Buenaventura,2021-01-01 02:00:00,1.167
DELAPAZ - San Buenaventura,2021-01-01 03:00:00,1.402
DELAPAZ - San Buenaventura,2021-01-01 04:00:00,1.297
DELAPAZ - San Buenaventura,2021-01-01 05:00:00,1.237
DELAPAZ - San Buenaventura,2021-01-01 06:00:00,1.183
DELAPAZ - San Buenaventura,2021-01-01 07:00:00,1.024
DELAPAZ - San Buenaventura,2021-01-01 08:00:00,0.556
DELAPAZ - San Buenaventura,2021-01-01 09:00:00,0.323
DELAPAZ - San Buenaventura,2021-01-01 10:00:00,0.352
DELAPAZ - San Buenaventura,2021-01-01 11:00:00,0.283
DELAPAZ - San Buenaventura,2021-01-01 12:00:00,0.244
DELAPAZ - San Buenaventura,2021-01-01 13:00:00,0.294
DELAPAZ - San Buenaventura,2021-01-01 14:00:00,0.393
DELAPAZ - San Buenaventura,2021-01-01 15:00:00,0.437
DELAPAZ - San Buenaventura,2021-01-01 16:00:00,0.464
DELAPAZ - San Buenaventura,2021-01-01 17:00:00,0.521
DELAPAZ - San Buenaventura,2021-01-01 18:00:00,0.553
DELAPAZ - San Buenaventura,2021-01-01 19:00:00,0.479
DELAPAZ - San Buenaventura,2021-01-01 20:00:00,0.7
DELAPAZ - San Buenaventura,2021-01-01 21:00:00,0.877
DELAPAZ - San Buenaventura,2021-01-01 22:00:00,0.848
DELAPAZ - San Buenaventura,2021-01-01 23:00:00,0.722
DELAPAZ - San Buenaventura,2021-01-01 23:59:00,0.584
DELAPAZ - Cumbre,2021-01-01 01:00:00,68.034
DELAPAZ - Cumbre,2021-01-01 02:00:00,60.346
DELAPAZ - Cumbre,2021-01-01 03:00:00,44.372
DELAPAZ - Cumbre,2021-01-01 04:00:00,36.1
DELAPAZ - Cumbre,2021-01-01 05:00:00,35.24
DELAPAZ - Cumbre,2021-01-01 06:00:00,34.712
DELAPAZ - Cumbre,2021-01-01 07:00:00,28.562
DELAPAZ - Cumbre,2021-01-01 08:00:00,32.199
DELAPAZ - Cumbre,2021-01-01 09:00:00,37.222
DELAPAZ - Cumbre,2021-01-01 10:00:00,43.235
DELAPAZ - Cumbre,2021-01-01 11:00:00,48.808
DELAPAZ - Cumbre,2021-01-01 12:00:00,53.52
DELAPAZ - Cumbre,2021-01-01 13:00:00,53.997
DELAPAZ - Cumbre,2021-01-01 14:00:00,52.356
DELAPAZ - Cumbre,2021-01-01 15:00:00,49.472
DELAPAZ - Cumbre,2021-01-01 16:00:00,47.984
DELAPAZ - Cumbre,2021-01-01 17:00:00,47.17
DELAPAZ - Cumbre,2021-01-01 18:00:00,47.339
DELAPAZ - Cumbre,2021-01-01 19:00:00,50.495
DELAPAZ - Cumbre,2021-01-01 20:00:00,63.325
DELAPAZ - Cumbre,2021-01-01 21:00:00,72.914
DELAPAZ - Cumbre,2021-01-01 22:00:00,67.575
DELAPAZ - Cumbre,2021-01-01 23:00:00,58.842
DELAPAZ - Cumbre,2021-01-01 23:59:00,49.094
ELFEC - Cochabamba,2021-01-01 01:00:00,147.287
ELFEC - Cochabamba,2021-01-01 02:00:00,133.09
ELFEC - Cochabamba,2021-01-01 03:00:00,120.529
ELFEC - Cochabamba,2021-01-01 04:00:00,113.295
ELFEC - Cochabamba,2021-01-01 05:00:00,109.384
ELFEC - Cochabamba,2021-01-01 06:00:00,104.679
ELFEC - Cochabamba,2021-01-01 07:00:00,86.57
ELFEC - Cochabamba,2021-01-01 08:00:00,91.527
ELFEC - Cochabamba,2021-01-01 09:00:00,98.881
ELFEC - Cochabamba,2021-01-01 10:00:00,104.503
ELFEC - Cochabamba,2021-01-01 11:00:00,110.71
ELFEC - Cochabamba,2021-01-01 12:00:00,114.489
ELFEC - Cochabamba,2021-01-01 13:00:00,115.646
ELFEC - Cochabamba,2021-01-01 14:00:00,114.127
ELFEC - Cochabamba,2021-01-01 15:00:00,111.004
ELFEC - Cochabamba,2021-01-01 16:00:00,110.457
ELFEC - Cochabamba,2021-01-01 17:00:00,109.736
ELFEC - Cochabamba,2021-01-01 18:00:00,110.975
ELFEC - Cochabamba,2021-01-01 19:00:00,113.904
ELFEC - Cochabamba,2021-01-01 20:00:00,156.909
ELFEC - Cochabamba,2021-01-01 21:00:00,170.799
ELFEC - Cochabamba,2021-01-01 22:00:00,165.449
ELFEC - Cochabamba,2021-01-01 23:00:00,147.674
ELFEC - Cochabamba,2021-01-01 23:59:00,130.263
ELFEC - Chimore - Carrasco,2021-01-01 01:00:00,14.597
ELFEC - Chimore - Carrasco,2021-01-01 02:00:00,13.769
ELFEC - Chimore - Carrasco,2021-01-01 03:00:00,12.762
ELFEC - Chimore - Carrasco,2021-01-01 04:00:00,12.055
ELFEC - Chimore - Carrasco,2021-01-01 05:00:00,11.625
ELFEC - Chimore - Carrasco,2021-01-01 06:00:00,11.105
ELFEC - Chimore - Carrasco,2021-01-01 07:00:00,9.654
ELFEC - Chimore - Carrasco,2021-01-01 08:00:00,9.669
ELFEC - Chimore - Carrasco,2021-01-01 09:00:00,9.875
ELFEC - Chimore - Carrasco,2021-01-01 10:00:00,10.28
ELFEC - Chimore - Carrasco,2021-01-01 11:00:00,10.676
ELFEC - Chimore - Carrasco,2021-01-01 12:00:00,11.07
ELFEC - Chimore - Carrasco,2021-01-01 13:00:00,11.442
ELFEC - Chimore - Carrasco,2021-01-01 14:00:00,11.703
ELFEC - Chimore - Carrasco,2021-01-01 15:00:00,11.911
ELFEC - Chimore - Carrasco,2021-01-01 16:00:00,12.073
ELFEC - Chimore - Carrasco,2021-01-01 17:00:00,12.205
ELFEC - Chimore - Carrasco,2021-01-01 18:00:00,12.29
ELFEC - Chimore - Carrasco,2021-01-01 19:00:00,12.339
ELFEC - Chimore - Carrasco,2021-01-01 20:00:00,15.316
ELFEC - Chimore - Carrasco,2021-01-01 21:00:00,16.193
ELFEC - Chimore - Carrasco,2021-01-01 22:00:00,15.489
ELFEC - Chimore - Carrasco,2021-01-01 23:00:00,14.088
ELFEC - Chimore - Carrasco,2021-01-01 23:59:00,12.719
ENDE DEORURO - Jeruyo,2021-01-01 01:00:00,0.59
ENDE DEORURO - Jeruyo,2021-01-01 02:00:00,0.586
ENDE DEORURO - Jeruyo,2021-01-01 03:00:00,0.595
ENDE DEORURO - Jeruyo,2021-01-01 04:00:00,0.554
ENDE DEORURO - Jeruyo,2021-01-01 05:00:00,0.564
ENDE DEORURO - Jeruyo,2021-01-01 06:00:00,0.552
