fecha,agente,cat,componente,de_hrs,a_hrs,descripcion
2025-07-05,COBEE,G,Sistema Zongo,01:00,17:00,Mayores aportes laterales de agua a lo previsto.
2025-07-05,COBEE,G,Sistema Miguillas,01:00,21:00,Mayores aportes laterales de agua a lo previsto.
2025-07-05,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-07-05,ENDE DELBENI,D,Área Trinidad,01:00,24:00,Menor demanda a la prevista.
2025-07-05,CRE,D,Área Oriental,12:00,24:00,Menor demanda a la prevista.
2025-07-06,COBEE,G,Sistema Miguillas,01:00,18:00,Mayores aportes laterales de agua a lo previsto.
2025-07-06,ENDE DELBENI,D,Área Trinidad,01:00,20:00,Menor demanda a la prevista.
2025-07-06,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-07-06,COBEE,G,Sistema Zongo,04:00,17:00,Mayores aportes laterales de agua a lo previsto.
2025-07-06,COBEE,G,Sistema Miguillas,20:00,24:00,Mayores aportes laterales de agua a lo previsto.
2025-07-07,COBEE,G,Sistema Zongo,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2025-07-07,COBEE,G,Sistema Miguillas,01:00,21:00,Mayores aportes laterales de agua a lo previsto.
2025-07-07,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-07-07,ENDEG,G,Central eólica El Dorado,06:00,19:00,"Menor generación, condiciones climáticas desfavorables."
2025-07-07,COBEE,G,Sistema Zongo,08:00,09:00,Menores aportes laterales de agua a lo previsto.
2025-07-08,COBEE,G,Sistema Miguilla,01:00,06:00,Menores aportes laterales de agua a lo previsto.
2025-07-08,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-07-08,COBEE,G,Sistema Zongo,02:00,06:00,"Mayor generación, por optimización de recursos hídricos."
2025-07-08,DELAPAZ,D,Área Norte,09:00,18:00,Mayor demanda a la prevista.
2025-07-08,COBEE,G,Sistema Miguilla,12:00,17:00,Mayores aportes laterales de agua a lo previsto.
2025-07-08,CRE,D,Área Oriental,14:00,18:00,Mayor demanda a la prevista.
2025-07-09,COBEE,G,Sistema Miguillas,01:00,07:00,Menores aportes laterales de agua a lo previsto.
2025-07-09,COBEE,G,Sistema Zongo,03:00,06:00,Mayores aportes laterales de agua a lo previsto.
2025-07-09,DELAPAZ,D,Área Norte,09:00,17:00,Mayor demanda a la prevista.
2025-07-10,COBEE,G,Sistema Miquillas,01:00,05:00,Mayores aportes laterales de agua a lo previsto.
2025-07-10,DELAPAZ,D,Área Norte,09:00,18:00,Mayor demanda a la prevista.
2025-07-11,DELAPAZ,D,Área Norte,01:00,05:00,Mayor demanda a la prevista.
2025-07-11,ENDEG,G,Central eólica San Julián,01:00,07:00,"Mayor generación, condiciones climáticas favorables."
2025-07-11,ENDEG,G,Central eólica El Dorado,01:00,11:00,"Mayor generación, condiciones climáticas favorables."
2025-07-11,ENDEG,G,Central eólica Warnes,02:00,08:00,"Mayor generación, condiciones climáticas favorables."
2025-07-11,DELAPAZ,D,Área Norte,09:00,21:00,Mayor demanda a la prevista.
2025-07-11,CRE,D,Área Oriental,10:00,17:00,Mayor demanda a la prevista.
2025-07-11,COBEE,G,Sistema Miguillas,10:00,17:00,Mayores aportes laterales de agua a lo previsto.
2025-07-11,ENDE CORANI,G,Central eólica Qollpana I y II,10:00,21:00,"Mayor generación, condiciones climáticas favorables."
2025-07-11,ENDEG,G,Central eólica San Julián,21:00,24:00,"Mayor generación, condiciones climáticas favorables."
2025-07-11,ENDEG,G,Central eólica El Dorado,21:00,24:00,"Mayor generación, condiciones climáticas favorables."
2025-07-11,ENDEG,G,Central eólica Warnes,22:00,24:00,"Mayor generación, condiciones climáticas favorables."
2025-07-11,COBEE,G,Sistema Zongo,22:00,24:00,Mayores aportes laterales de agua a lo previsto.
2025-07-12,ENDEG,G,Central eólica San Julián,01:00,11:00,"Mayor generación, condiciones climáticas favorables."
2025-07-12,ENDEG,G,Central eólica Warnes,01:00,11:00,"Mayor generación, condiciones climáticas favorables."
2025-07-12,COBEE,G,Sistema Miguillas,01:00,18:00,Mayores aportes laterales de agua a lo previsto.
2025-07-12,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-07-12,DELAPAZ,D,Área Norte,01:00,24:00,Mayor demanda a la prevista.
2025-07-12,COBEE,G,Sistema Zongo,04:00,18:00,Mayores aportes laterales de agua a lo previsto.
2025-07-12,ENDE CORANI,G,Central eólica Qollpana I y II,13:00,23:00,"Mayor generación, condiciones climáticas favorables."
2025-07-12,ENDEG,G,Central eólica El Dorado,15:00,24:00,"Menor generación, condiciones climáticas desfavorables."
2025-07-12,CRE,D,Área Oriental,19:00,23:00,Menor demanda a la prevista.
2025-07-12,COBEE,G,Sistema Miguillas,22:00,24:00,Mayores aportes laterales de agua a lo previsto.
2025-07-12,COBEE,G,Sistema Zongo,23:00,24:00,Mayores aportes laterales de agua a lo previsto.
2025-07-13,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-07-13,COBEE,G,Sistema Zongo,03:00,20:00,Mayores aportes laterales de agua a lo previsto.
2025-07-13,COBEE,G,Sistema Miguillas,10:00,18:00,Mayores aportes laterales de agua a lo previsto.
2025-07-14,COBEE,G,Sistema Miguilla,01:00,06:00,Menores aportes laterales de agua a lo previsto.
2025-07-14,COBEE,G,Sistema Zongo,01:00,07:00,Mayores aportes laterales de agua a lo previsto.
2025-07-14,COBEE,G,Sistema Zongo,13:00,17:00,Mayores aportes laterales de agua a lo previsto.
2025-07-15,DELAPAZ,D,Área Norte,01:00,09:00,Mayor demanda a la prevista.
2025-07-15,COBEE,G,Sistema Miguillas,01:00,13:00,Mayores aportes laterales de agua a lo previsto.
2025-07-15,CESSA,D,Área Sucre,01:00,24:00,Menor demanda a la prevista.
2025-07-15,ENDEG,G,Central eólica El Dorado,01:00,24:00,"Mayor generación, condiciones climáticas favorables."
2025-07-15,COBEE,G,Sistema Zongo,02:00,06:00,"Mayor generación, optimización de recursos hídricos."
2025-07-15,COBEE,G,Sistema Miguillas,16:00,24:00,Mayores aportes laterales de agua a lo previsto.
2025-07-15,COBEE,G,Sistema Zongo,21:00,24:00,Mayores aportes laterales de agua a lo previsto.
2025-07-16,COBEE,G,Sistema Miguillas,01:00,24:00,Mayores aportes laterales de agua a lo previsto.
2025-07-16,COBEE,G,Sistema Zongo,15:00,19:00,Mayores aportes laterales de agua a lo previsto.
2025-07-16,COBEE,G,Sistema Zongo,22:00,24:00,Mayores aportes laterales de agua a lo previsto.
2025-07-17,COBEE,G,Sistema Miguillas,01:00,05:00,Mayores aportes laterales de agua a lo previsto.
2025-07-17,ENDE DELBENI,D,Área Trinidad,09:00,24:00,Menor demanda a la prevista.
2025-07-17,COBEE,G,Sistema Zongo,11:00,14:00,Mayores aportes laterales de agua a lo previsto.
2025-07-17,COBEE,G,Sistema Miguillas,19:00,24:00,Mayores aportes laterales de agua a lo previsto.
2025-07-17,COBEE,G,Sistema Zongo,21:00,24:00,Mayores aportes laterales de agua a lo previsto.
2025-07-18,COBEE,G,Sistema Zongo,00:00,06:00,Menores aportes laterales de agua a lo previsto.
2025-07-18,CESSA,D,Área Sucre,00:00,24:00,Menor demanda a la prevista.
2025-07-18,ENDE DELBENI,D,Área Trinidad,00:00,24:00,Menor demanda a la prevista.
2025-07-18,COBEE,G,Sistema Zongo,07:00,14:00,Mayores aportes laterales de agua a lo previsto.
2025-07-18,COBEE,G,Sistema Miguillas,07:00,14:00,Menores aportes laterales de agua a lo previsto.
2025-07-18,DELAPAZ,D,Área Norte,11:00,21:00,Mayor demanda a la prevista.
2025-07-18,ENDE CORANI,G,Central Misicuni,12:15,24:00,"Menor generación, riesgo de rebose en embalse de compensación."
2025-07-18,COBEE,G,Sistema Zongo,14:00,17:00,Mayores aportes laterales de agua a lo previsto.
2025-07-19,COBEE,G,Sistema Miguillas,01:00,05:00,Menores aportes laterales de agua a lo previsto.
2025-07-19,COBEE,G,Sistema Zongo,01:00,07:00,Mayores aportes laterales de agua a lo previsto.
2025-07-19,ENDE DELBENI,D,Área Trinidad,01:00,24:00,Menor demanda a la prevista.
2025-07-19,CESSA,D,Área Sucre,08:00,24:00,Mayor demanda a la prevista.
2025-07-20,COBEE,G,Sistema Miguillas,00:00,06:00,Menores aportes laterales de agua a lo previsto.
2025-07-20,COBEE,G,Sistema Zongo,00:00,17:00,Mayores aportes laterales de agua a lo previsto.
2025-07-20,ENDE DELBENI,D,Área Trinidad,01:00,14:00,Menor demanda a la prevista.
2025-07-20,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-07-20,COBEE,G,Sistema Miguillas,10:00,14:00,Mayores aportes laterales de agua a lo previsto.
2025-07-21,COBEE,G,Sistema Zongo,01:00,10:00,Mayores aportes laterales de agua a lo previsto.
2025-07-21,DELAPAZ,D,Área Norte,10:00,20:00,Mayor demanda a la prevista.
2025-07-21,COBEE,G,Sistema Zongo,15:00,18:00,Menores aportes laterales de agua a lo previsto.
2025-07-22,COBEE,G,Sistema Miguillas,01:00,07:00,Mayores aportes laterales de agua a lo previsto.
2025-07-22,COBEE,G,Sistema Zongo,01:00,09:00,Mayores aportes laterales de agua a lo previsto.
2025-07-22,CESSA,D,Área Sucre,01:00,18:00,Mayor demanda a la prevista.
2025-07-22,COBEE,G,Sistema Zongo,10:00,15:00,Menores aportes laterales de agua a lo previsto.
2025-07-22,DELAPAZ,D,Área Norte,10:00,24:00,Mayor demanda a la prevista.
2025-07-22,CRE,D,Área Oriental,10:00,24:00,Mayor demanda a la prevista.
2025-07-23,COBEE,G,Sistema Miguillas,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2025-07-23,COBEE,G,Sistema Zongo,02:00,07:00,Mayores aportes laterales de agua a lo previsto.
2025-07-23,LAS LOMAS,CNR,Las Lomas,08:06,09:10,"Reducción de carga de 23.0 MW a 7 MW, trabajos de emergencia por fuga en sistema de refrigeración."
2025-07-23,DELAPAZ,D,Área Norte,10:00,24:00,Mayor demanda a la prevista.
2025-07-23,CRE,D,Área Oriental,10:00,24:00,Mayor demanda a la prevista.
2025-07-24,COBEE,G,Sistema Zongo,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2025-07-24,COBEE,G,Sistema Miguillas,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2025-07-24,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-07-24,COBEE,G,Sistema Zongo,09:00,13:00,Menores aportes laterales de agua a lo previsto.
2025-07-25,COBEE,G,Sistema Miguillas,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2025-07-25,COBEE,G,Sistema Zongo,01:00,07:00,Mayores aportes laterales de agua a lo previsto.
2025-07-25,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-07-25,COBEE,G,Sistema Zongo,10:00,12:00,Menores aportes laterales de agua a lo previsto.
2025-07-25,COBEE,G,Sistema Zongo,13:00,18:00,Mayores aportes laterales de agua a lo previsto.
2025-07-25,CRE,D,Área Oriental,13:00,21:00,Mayor demanda a la prevista.
2025-07-25,COBEE,G,Sistema Miguillas,14:00,19:00,Mayores aportes laterales de agua a lo previsto.
2025-07-25,ENDEG,G,Central eólica Warnes,19:00,24:00,"Mayor generación, condiciones climáticas favorables."
2025-07-25,ENDE CORANI,G,Central eólica Qollpana,19:00,24:00,"Mayor generación, condiciones climáticas favorables."
2025-07-25,COBEE,G,Sistema Zongo,22:00,24:00,Mayores aportes laterales de agua a lo previsto.
2025-07-26,COBEE,G,Sistema Zongo,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2025-07-26,COBEE,G,Sistema Miguillas,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2025-07-26,ENDE CORANI,G,Central Eólica Qollpana,01:00,14:00,"Mayor generación, condiciones climáticas favorables."
2025-07-26,ENDEG,G,Central Eólica Warnes,01:00,24:00,"Mayor generación, condiciones climáticas favorables."
2025-07-26,ENDEG,G,Central Eólica El Dorado,01:00,24:00,"Menor generación, condiciones climáticas desfavorables."
2025-07-26,ENDE CORANI,G,Central Misicuni,10:00,18:00,"Mayor generación, debido a requerimiento adicional de caudal hacia río Chijllawiri solicitado por Empresa Misicuni."
2025-07-26,CRE,D,Área Oriental,10:00,24:00,Mayor demanda a la prevista.
2025-07-26,COBEE,G,Sistema Zongo,14:00,18:00,Mayores aportes laterales de agua a lo previsto.
2025-07-26,COBEE,G,Sistema Zongo,21:00,23:16,"Menor generación, debido a indisponibilidad de la unidad HUA01."
2025-07-26,ENDE CORANI,G,Central Misicuni,21:00,24:00,"Mayor generación, debido a requerimiento adicional de caudal hacia río Chijllawiri solicitado por Empresa Misicuni."
2025-07-27,ENDE CORANI,G,Central Misicuni,00:00,14:00,"Mayor generación, requerimiento adicional de caudal hacia río Chijllawiri solicitado por Empresa Misicuni."
2025-07-27,ENDEG,G,Central eólica El Dorado,01:00,06:00,"Menor generación, condiciones climáticas desfavorables."
2025-07-27,CRE,D,Área Oriental,01:00,20:00,Mayor demanda a la prevista.
2025-07-27,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-07-27,ENDE DELBENI,D,Área Trinidad,01:00,24:00,Mayor demanda a la prevista.
2025-07-27,COBEE,G,Sistema Miguillas,02:00,08:00,Menores aportes laterales de agua a lo previsto.
2025-07-27,COBEE,G,Sistema Zongo,02:00,09:00,Mayores aportes laterales de agua a lo previsto.
2025-07-27,ENDEG,G,Central eólica San Julián,02:00,10:00,"Menor generación, condiciones climáticas desfavorables."
2025-07-27,HB,G,Sistema Taquesi,10:00,12:00,Mayores aportes laterales de agua a lo previsto.
2025-07-27,COBEE,G,Sistema Zongo,10:00,22:00,Menores aportes laterales de agua a lo previsto.
2025-07-27,ENDE CORANI,G,Central Misicuni,15:00,20:00,"Menor generación, nivel alto del embalse de compensación."
2025-07-28,COBEE,G,Sistema Zongo,00:00,08:00,Mayores aportes laterales de agua a lo previsto.
2025-07-28,COBEE,G,Sistema Miguillas,00:00,08:00,Mayores aportes laterales de agua a lo previsto.
2025-07-28,ENDE CORANI,G,Central Misicuni,00:00,18:00,"Mayor generación, requerimiento adicional de caudal hacia rio Chijllawiri solicitado por Empresa Misicuni."
2025-07-28,ENDE DELBENI,D,Área Trinidad,01:00,08:00,Mayor demanda a la prevista.
2025-07-28,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-07-28,ENDEG,G,Central eólica Warnes,01:00,24:00,"Mayor generación, condiciones climáticas favorables."
2025-07-28,CRE,D,Área Oriental,04:00,24:00,Menor demanda a la prevista.
2025-07-28,COBEE,G,Sistema Zongo,13:00,16:00,Mayores aportes laterales de agua a lo previsto.
2025-07-28,ENDE DELBENI,D,Área Trinidad,14:00,24:00,Menor demanda a la prevista.
2025-07-28,HB,G,Sistema Taquesi,18:00,22:00,Mayores aportes laterales de agua a lo previsto.
2025-07-29,COBEE,G,Sistema Miguillas,00:00,09:00,Mayores aportes laterales de agua a lo previsto.
2025-07-29,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-07-29,ENDE DELBENI,D,Área Trinidad,01:00,24:00,Menor demanda a la prevista.
2025-07-29,COBEE,G,Sistema Zongo,02:00,05:00,Mayores aportes laterales de agua a lo previsto.
2025-07-29,CRE,D,Área Oriental,10:00,24:00,Menor demanda a la prevista.
2025-07-29,COBEE,G,Sistema Zongo,16:00,22:00,Menores aportes laterales de agua a lo previsto.
2025-07-29,HB,G,Sistema Taquesi,18:00,20:00,Mayores aportes laterales de agua a lo previsto.
2025-07-30,COBEE,G,Sistema Miguillas,00:00,14:00,Mayores aportes laterales de agua a lo previsto.
2025-07-30,COBEE,G,Sistema Zongo,00:00,17:00,Mayores aportes laterales de agua a lo previsto.
2025-07-30,CESSA,D,Área Sucre,01:00,24:00,Menor demanda a la prevista.
2025-07-30,ENDE DELBENI,D,Área Trinidad,01:00,24:00,Menor demanda a la prevista.
2025-07-30,CRE,D,Área Oriental,09:00,24:00,Menor demanda a la prevista.
2025-07-30,HB,G,Sistema Taquesi,18:00,21:00,Mayores aportes laterales de agua a lo previsto.
2025-07-31,ENDE DELBENI,D,Área Trinidad,01:00,11:00,Menor demanda a la prevista.
2025-07-31,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-07-31,ENDEG,G,Central eólica Warnes,01:00,24:00,"Mayor generación, condiciones climáticas favorables."
2025-07-31,ENDEG,G,Central eólica San Julián,01:00,24:00,"Menor generación, condiciones climáticas desfavorables."
2025-07-31,COBEE,G,Sistema Miguillas,05:00,08:00,Mayores aportes laterales de agua a lo previsto.
2025-07-31,COBEE,G,Sistema Zongo,10:00,12:00,Menores aportes laterales de agua a lo previsto.
2025-07-31,DELAPAZ,D,Área Norte,11:00,20:00,Mayor demanda a la prevista.
2025-07-31,EMSC,CNR,Minera San Cristóbal,14:00,20:18,"Menor demanda, parada de molino SAG para cambio de LINERS dentro del molino."
2025-08-01,ENDE CORANI,G,Misicuni,00:00,19:00,Menor generación a lo predespachado.
2025-08-01,COBEE,G,Sistema Miguillas,00:00,24:00,Mayores aportes laterales de agua a lo previsto.
2025-08-01,COBEE,G,Sistema Zongo,01:00,17:00,Mayores aportes laterales de agua a lo previsto.
2025-08-01,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-08-01,DELAPAZ,D,Área Norte,01:00,24:00,Mayor demanda a la prevista.
2025-08-01,ENDEG,G,Central eólica Warnes,01:00,24:00,"Mayor generación, condiciones climáticas favorables."
2025-08-01,ENDEG,G,Central eólica San Julián,01:00,24:00,"Menor generación, condiciones climáticas desfavorables."
2025-08-01,ENDEG,G,Central eólica El Dorado,01:00,24:00,"Mayor generación, condiciones climáticas favorables."
2025-08-01,ENDE DELBENI,D,Área Trinidad,09:00,24:00,Mayor demanda a la prevista.
2025-08-01,CRE,D,Área Oriental,11:00,17:00,Mayor demanda a la prevista.
2025-08-01,COBEE,G,Sistema Zongo,22:00,24:00,Mayores aportes laterales de agua a lo previsto.
2025-08-02,COBEE,G,Sistema Miguillas,01:00,06:00,Mayores aportes laterales de agua a lo previsto.
2025-08-02,ENDE DELBENI,D,Área Trinidad,01:00,16:00,Mayor demanda a la prevista.
2025-08-02,COBEE,G,Sistema Zongo,01:00,18:00,Mayores aportes laterales de agua a lo previsto.
2025-08-02,DELAPAZ,D,Área Norte,01:00,22:00,Mayor demanda a la prevista.
2025-08-02,ENDEG,G,Central Eólica El Dorado,01:00,22:00,"Menor generación, condiciones climáticas desfavorables."
2025-08-02,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-08-02,ENDEG,G,Central Eólica San Julián,01:00,24:00,"Menor generación, condiciones climáticas desfavorables."
2025-08-02,ENDE CORANI,G,Central Eólica Qollpana,04:00,22:00,"Mayor generación, condiciones climáticas favorables."
2025-08-02,CRE,D,Área Oriental,07:00,24:00,Mayor demanda a la prevista.
2025-08-03,COBEE,G,Sistema Zongo,01:00,22:00,Mayores aportes laterales de agua a lo previsto.
2025-08-03,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-08-03,CRE,D,Área Oriental,01:00,24:00,Mayor demanda a la prevista.
2025-08-03,ENDE DELBENI,D,Área Trinidad,01:00,24:00,Mayor demanda a la prevista.
2025-08-03,ENDEG,G,Central Eólica Warnes,04:00,24:00,"Mayor generación, condiciones climáticas favorables."
2025-08-03,ENDE CORANI,G,Central Eólica Qollpana,13:00,24:00,"Mayor generación, condiciones climáticas favorables."
2025-08-03,DELAPAZ,D,Área Norte,14:00,22:00,Mayor demanda a la prevista.
2025-08-03,COBEE,G,Sistema Miguillas,15:00,22:00,Optimización de recursos hídricos.
2025-08-04,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-08-04,ENDE DELBENI,D,Área Trinidad,01:00,24:00,Mayor demanda a la prevista.
2025-08-04,ENDEG,G,Central Eólica El Dorado,01:00,24:00,"Menor generación, condiciones climáticas desfavorables."
2025-08-04,ENDEG,G,Central Eólica San Julián,02:00,24:00,"Menor generación, condiciones climáticas desfavorables."
2025-08-04,COBEE,G,Sistema Miguillas,07:00,14:00,Menores aportes laterales de agua a lo previsto.
2025-08-04,COBEE,G,Sistema Zongo,08:00,12:00,Menores aportes laterales de agua a lo previsto.
2025-08-04,CRE,D,Área Oriental,11:00,23:00,Menor demanda a la prevista.
2025-08-04,DELAPAZ,D,Área Norte,19:00,23:00,Mayor demanda a la prevista.
2025-08-05,CESSA,D,Área Sucre,01:00,24:00,Menor demanda a la prevista.
2025-08-05,ENDEG,G,Central eólica El Dorado,01:00,24:00,"Menor generación, condiciones climáticas desfavorables."
2025-08-05,COBEE,G,Sistema Miguillas,06:00,12:00,Menores aportes laterales de agua a lo previsto.
2025-08-05,COBEE,G,Sistema Zongo,09:00,12:00,Menores aportes laterales de agua a lo previsto.
2025-08-05,CRE,D,Área Oriental,09:00,21:00,Menor demanda a la prevista.
2025-08-05,SETAR,D,Área Tarija,09:00,21:00,Menor demanda a la prevista.
2025-08-05,ENDE CORANI,G,Central eólica Qollpana I y II,14:00,20:00,"Mayor generación, condiciones climáticas favorables."
2025-08-05,COBEE,G,Sistema Zongo,17:00,24:00,Mayores aportes laterales de agua a lo previsto.
2025-08-06,COBEE,G,Sistema Miguillas,01:00,08:00,Menores aportes laterales de agua a lo previsto.
2025-08-06,CRE,D,Área Oriental,01:00,12:00,Mayor demanda a la prevista.
2025-08-06,DELAPAZ,D,Área Norte,01:00,15:00,Mayor demanda a la prevista.
2025-08-06,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista.
2025-08-06,ENDEG,G,Central eólica San Julián,01:00,24:00,"Menor generación, condiciones climáticas desfavorables."
2025-08-06,ENDEG,G,Central eólica Warnes,01:00,24:00,"Menor generación, condiciones climáticas desfavorables."
2025-08-06,ENDE DELBENI,D,Área Trinidad,06:00,24:00,Mayor demanda a la prevista.
2025-08-06,COBEE,G,Sistema Zongo,07:00,15:00,Mayores aportes laterales de agua a lo previsto.
2025-08-06,ENDEG,G,Central eólica El Dorado,17:00,24:00,"Menor generación, condiciones climáticas desfavorables."
2025-08-07,ENDEG,G,Central Eólica San Julián,01:00,15:00,"Menor generación, condiciones climáticas desfavorables."
2025-08-07,ENDEG,G,Central Eólica El Dorado,01:00,15:00,"Menor generación, condiciones climáticas desfavorables."
2025-08-07,COBEE,G,Sistema Zongo,01:00,21:00,Mayores aportes laterales de agua a lo previsto.
2025-08-07,ENDE DELBENI,D,Área Trinidad,01:00,24:00,Mayor demanda a la prevista.
2025-08-07,DELAPAZ,D,Área Norte,03:00,22:00,Mayor demanda a la prevista.
2025-08-07,CRE,D,Área Oriental,04:00,12:00,Mayor demanda a la prevista.
2025-08-07,COBEE,G,Sistema Miguillas,07:00,14:00,Mayores aportes laterales de agua a lo previsto.
2025-08-08,ENDE DELBENI,D,Área Trinidad,01:00,07:00,Mayor demanda a la prevista.
2025-08-08,ENDEG,G,Central eólica San Julián,01:00,13:00,"Menor generación, condiciones climáticas desfavorables."
2025-08-08,COBEE,G,Sistema Zongo,01:00,24:00,Mayores aportes laterales de agua a lo previsto.
2025-08-08,CESSA,D,Área Sucre,02:00,18:00,Menor demanda a la prevista.
2025-08-08,COBEE,G,Sistema Miguillas,03:00,07:00,Mayores aportes laterales de agua a lo previsto.
2025-08-08,ENDEG,G,Central eólica Warnes,03:00,15:00,"Menor generación, condiciones climáticas desfavorables."
2025-08-08,SEPSA,D,Área Potosí,06:00,24:00,Menor demanda a la prevista.
2025-08-08,COBEE,G,Sistema Miguillas,08:00,18:00,Menores aportes laterales de agua a lo previsto.
2025-08-08,CRE,D,Área Oriental,09:00,24:00,Menor demanda a la prevista.
2025-08-08,ENDEG,G,Misicuni,11:00,18:00,Menor generación debido a riesgo de rebose.
2025-08-08,ENDE CORANI,G,Central Qollpana,12:00,20:00,"Mayor generación, condiciones climáticas favorables."
2025-08-08,ENDEG,G,Misicuni,21:00,24:00,Menor generación debido a riesgo de rebose.
2025-08-09,ENDEG,G,Central Eólica San Julián,01:00,23:00,"Menor generación, condiciones climáticas desfavorables."
2025-08-09,ENDE DELBENI,D,Área Trinidad,01:00,24:00,Menor demanda a la prevista.
2025-08-09,COBEE,G,Sistema Zongo,07:00,09:00,Mayores aportes laterales de agua a lo previsto.
2025-08-09,COBEE,G,Sistema Miguillas,09:00,14:00,Mayores aportes laterales de agua a lo previsto.
2025-08-09,CRE,D,Área Oriental,10:00,24:00,Menor demanda a la prevista.
2025-08-09,COBEE,G,Sistema Zongo,13:00,14:00,Mayores aportes laterales de agua a lo previsto.
2025-08-09,ENDEG,G,Central Eólica El Dorado,15:00,24:00,"Menor generación, condiciones climáticas desfavorables."
2025-08-09,HB,G,Sistema Taquesi,17:00,21:30,Disponibilidad de unidad Yanacachi.
2025-08-10,COBEE,G,Sistema Miguillas,01:00,07:00,Menores aportes laterales de agua a lo previsto.
2025-08-10,COBEE,G,Sistema Zongo,01:00,18:00,Mayores aportes laterales de agua a lo previsto.
2025-08-10,CESSA,D,Área Sucre,01:00,24:00,Mayor demanda a la prevista
2025-08-10,ENDE DELBENI,D,Área Trinidad,01:00,24:00,Menor demanda a la prevista
2025-08-10,HB,G,Sistema Taquesi,10:00,11:00,Disponibilidad de unidad Yanacachi.
2025-08-10,CRE,D,Área Oriental,10:00,24:00,Menor demanda a la prevista
2025-08-10,DELAPAZ,D,Área Norte,12:00,22:00,Mayor demanda a la prevista
2025-08-10,HB,G,Sistema Taquesi,18:30,22:30,Disponibilidad de unidad Yanacachi.
2025-08-11,LAS LOMAS,CNR,Las Lomas,00:00,17:00,Menor demanda a la prevista.
2025-08-11,COBEE,G,Sistema Zongo,01:00,14:00,Mayores aportes laterales de agua a lo previsto.
2025-08-11,ENDE DELBENI,D,Área Trinidad,01:00,18:00,Menor demanda a la prevista.
2025-08-11,DELAPAZ,D,Área Norte,01:00,22:00,Mayor demanda a la prevista.
2025-08-11,CRE,D,Área Oriental,01:00,24:00,Menor demanda a la prevista.
2025-08-11,COBEE,G,Sistema Miguillas,06:00,14:00,Extensión de mantenimiento central Miguillas.
2025-08-11,ENDEG,G,Misicuni,10:00,18:00,Menor generación debido a riesgo de rebose.
2025-08-11,HB,G,Sistema Taquesi,11:00,12:00,Disponibilidad de unidad YAN.
2025-08-11,HB,G,Sistema Taquesi,18:30,22:00,Disponibilidad de unidad YAN.
2025-08-11,ENDEG,G,Misicuni,21:00,24:00,Menor generación debido a riesgo de rebose.
2025-08-12,COBEE,G,Sistema Miguillas,02:00,05:00,Mayores aportes laterales de agua a lo previsto.
2025-08-12,COBEE,G,Sistema Zongo,02:00,07:00,Mayores aportes laterales de agua a lo previsto.
2025-08-12,COBEE,G,Sistema Miguillas,06:00,14:00,Menores aportes laterales de agua a lo previsto.
2025-08-12,LAS LOMAS,CNR,Las Lomas,06:17,10:00,Menor demanda por problemas en interruptor de media tensión de Horno LF.
2025-08-12,ENDEG,G,Central Eólica El Dorado,11:00,24:00,"Mayor generación, condiciones climáticas favorables."
2025-08-12,DELAPAZ,D,Área Norte,19:00,22:00,Mayor demanda a la prevista.
2025-08-13,COBEE,G,Sistema Zongo,00:00,08:00,Mayores aportes laterales de agua a lo previsto.
2025-08-13,COBEE,G,Sistema Miguilla,00:00,14:00,Mayores aportes laterales de agua a lo previsto.
2025-08-13,ENDEG,G,Central Eólica El Dorado,01:00,05:00,"Mayor generación, condiciones climáticas favorables."
2025-08-13,DELAPAZ,D,Área Norte,01:00,22:00,Mayor demanda a la prevista.
2025-08-13,CRE,D,Área Oriental,11:00,24:00,Mayor demanda a la prevista.
